cmpd_sample_id	inchi_key	smiles	cas_number	moa
CD-12-NI84	NBKGUPAYHLZPHD-UHFFFAOYSA-N	CCOCCOCCOCCCCCNC(=O)NC12CC3CC(CC(C3)C1)C2		Soluble Epoxide Hydrolase Inhibitors
ED-32-VE54	NBOMNTLFRHMDEZ-UHFFFAOYSA-N	O=C(O)c1ccccc1S		
AW-15-2439	NBQUWOCIFFHZTM-UHFFFAOYSA-N	N=c1[nH]c(-c2cccc3ccccc23)cs1	56503-96-9	5-HT2B Antagonists
GF-84-NF76	NBYATBIMYLFITE-UHFFFAOYSA-N	CCCCCCCCCC[Si](C)(C)CCC(=O)NC(Cc1ccc(C)cc1)c1ccccc1	78934-83-5	ACAT Inhibitors
JE-13-EV67	NCDZFGJFTFXHIW-UHFFFAOYSA-N	N#CC1(NC(=O)CNC(=O)Cc2nc3ccc(-c4ccccc4)cc3s2)CC1	1221924-74-8	Endothelial Lipase (EL) Inhibitors
IE-17-LV02	NCKLQXXBRWCYMA-FQEVSTJZSA-N	CC[C@@]1(c2ccccc2)C2=C(CC(C)(C)CC2=O)Nc2n[nH]cc21		
AE-85-KE62	NCNRHFGMJRPRSK-MDZDMXLPSA-N	O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO	414864-00-9	HDACs;Apoptosis Inducers;Histone Deacetylase 1 (HDAC1) Inhibitors;Histone Deacetylase 2 (HDAC2) Inhibitors;Angiogenesis Inhibitors
UD-07-US73	NCRSWJPOFRASIF-HMMYKYKNSA-N	C/C1=C\\C(C)C(C)OC(=O)CC(c2ccc(O)cc2)NC(=O)C(Cc2c[nH]c3ccccc23)N(C)C(=O)C(C)NC(=O)C(C)C1		Actin stabilizer
GF-57-MY04	NCTLNAWWXKBSSW-IYARVYRRSA-N	CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CNS(=O)(=O)c2ccc3ccccc3c2)CC1	192323-14-1	Acetyl-CoA Carboxylase 2 (ACC2) Inhibitors
BD-45-WH14	NCZYSQOTAYFTNM-UHFFFAOYSA-N	Cc1c(C(=O)Nc2cccc(C(F)(F)F)c2)cc(-c2ccccc2)n1CCCN1CCOCC1	883031-03-6	TRPV4 gene inhibitor
LB-90-DC89	NDAUXUAQIAJITI-GFCCVEGCSA-N	CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)c1		
AB-71-VZ28	NDAUXUAQIAJITI-UHFFFAOYSA-N	CC(C)(C)NCC(O)c1ccc(O)c(CO)c1	148563-15-9	beta2-Adrenoceptor Agonists
DD-23-QZ62	NDDAHWYSQHTHNT-UHFFFAOYSA-N	CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1	26807-65-8	Carbonic Anhydrase Type VII Inhibitors
KA-71-CQ35	NDEVFXJRZJJZDG-UHFFFAOYSA-N	CC(C)(C)c1ccc(S(=O)(=O)n2c(C(=O)O)cc3cc(Cl)ccc32)cc1	1046151-58-9	CCR9 chemokine antagonist
VF-07-NP76	NDIKFKQBWGMLCA-DEOSSOPVSA-N	Cc1noc(C)c1Cn1cc(C#N)c2cc(Oc3ccc(NC(=O)[C@@H]4CCCN4)cc3)ccc21		inhibition of PFKFB3 leads to inhibition of glycolysis;PFKFB3 inhibitor
DB-41-SH04	NDMDQWQVLLPKLR-JOCHJYFZSA-N	O=C(O)C[C@@H](CC1CCCC1)C(=O)N(c1nc(-c2ccccc2-c2ccc(N3CCCC3=O)nc2)cs1)C1CC1	1229364-35-5	Free Fatty Acid Receptor 2 (FFAR2|  GPR43) Ligands;FFAR2 agonist;Free Fatty Acid Receptor 2 (FFAR2|  GPR43) Ligands;FFAR2 agonist
CF-35-NN63	NDPBMCKQJOZAQX-UHFFFAOYSA-N	COc1ccc(S(=O)(=O)Nc2nc(-c3cccc([N+](=O)[O-])c3)cs2)cc1OC	199666-03-0	Kynurenine 3-Monooxygenase Inhibitors
AB-09-JN93			1533426-72-0	
JC-24-MC69	NEKZEBMUYCZCTC-UHFFFAOYSA-N	O=C(N1CCCC1)n1cc(-c2ccc(-c3ccccc3)cc2)nn1	1312782-40-3	Acylaminoacyl peptidase inhibitor
PA-40-NS72	NENPYTRHICXVCS-YNEHKIRRSA-N	CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O		
DC-88-RF46	NEQSWPCDHDQINX-MRXNPFEDSA-N	CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2nccs2)cc1	599164-57-5	Glucokinase Activators;Glucose Lowering Agents
BF-52-HF07	NETXMUIMUZJUTB-UHFFFAOYSA-N	COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1	1044870-39-4	BRD2/3/4/T BET familiy inhibitor;APOA1 Expression Enhancers;BRD4 inhibitor
BC-03-OQ01	NEZONWMXZKDMKF-UHFFFAOYSA-N	CC(C)=CCC(O)C1=CC(=O)c2c(O)ccc(O)c2C1=O	11019-15-1	Apoptosis Inducers;TNF Expression Inhibitors;Non-Steroidal Antiinflammatory Drugs;Angiogenesis Inhibitors;Drugs Acting on Chemokine Receptors
AE-28-WC14	NFACJZMKEDPNKN-UHFFFAOYSA-N	COP(=O)(OC)C(O)C(Cl)(Cl)Cl	26373-97-7	Butyrylcholinesterase Inhibitors
IB-23-AO00	NFBCSWGEYDCCDW-UHFFFAOYSA-N	Cc1cccc(Nc2ncnc3ccc(N)cc23)c1	153436-70-5	Tyrosine Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Tyrosine Kinase Inhibitors;Inhibitors of Signal Transduction Pathways
EA-95-YN88	NFEQFEDSWINARK-KBPBESRZSA-N	CC(C)CN[C@H]1CS(=O)(=O)C[C@@H]1S(=O)(=O)c1ccc(Cl)cc1		
KD-68-JH25	NFHRQQKPEBFUJK-HSZRJFAPSA-N	CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21	103420-77-5	CCK1 (CCKA) Antagonists
EE-99-ZM45	NFIXBCVWIPOYCD-UHFFFAOYSA-N	CCN(CC)CCOc1ccc(Cc2ccccc2)cc1	1185241-83-1	Estrogen Receptor (ER) Antagonists;Histamine Receptor Antagonists
AE-34-SK19	NFLZAWLLXDSRBZ-UHFFFAOYSA-N	Cc1c(S(=O)(=O)Nc2cccc(C(=O)O)c2)sc2ccc(Cl)cc12	1365719-41-0	6-Phosphofructo-2-Kinase/Fructose-2,6-Biphosphatase 3 (PFKFB3) Inhibitors
AB-11-QV43	NFOLAKWLEGGBTA-UHFFFAOYSA-N	CCOc1c(OC)ccc2cc(C(=O)Nc3ccc(C(C)(C)N)cc3)c(=O)oc12		S1PR1 agonist
AC-77-BC52	NGAIXAHLIFBQTF-UHFFFAOYSA-N	CC(C)CC1C(=O)NC(=N)N1c1nc(NC(=N)N)nc(Nc2ccccc2)n1		
DA-45-PU65	NGBFQHCMQULJNZ-UHFFFAOYSA-N	Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1	56211-40-6	Drugs Acting on Potassium Channels
BF-05-EV13	NGBKFLTYGSREKK-PMACEKPBSA-N	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)Cc1ccccc1	756485-04-8	Calpain Inhibitors
EB-09-OC36	NGHOLYJTSCBCGC-VAWYXSNFSA-N	O=C(/C=C/c1ccccc1)OCc1ccccc1	103-41-3	17beta-Hydroxysteroid Dehydrogenase (17beta-HSD)  Inhibitors
AE-69-CH29	NGNALWDRPKNJGR-UHFFFAOYSA-N	O=C(O)C1=CCCN(CCON=C(c2ccccc2)c2ccccc2)C1	145645-62-1	GAT-1 Inhibitors
AB-09-YX02	NGSWKAQJJWESNS-ZZXKWVIFSA-N	O=C(O)/C=C/c1ccc(O)cc1		
AD-39-QQ00	NGVMVBQRKZPFLB-YFKPBYRVSA-N	CSC(=N)NCCC[C@H](N)C(=O)O	156719-39-0	Nitric Oxide Synthase Inhibitors
HA-32-YH61	NHFIAAAMCYVRIW-UHFFFAOYSA-N	COc1ccc(C2CC(c3c(O)cc(C)oc3=O)=NCCS2)c(OC)c1	257292-29-8	P-Selectin Inhibitors
QB-87-TC65	NHJSWORVNIOXIT-UHFFFAOYSA-N	COc1cc(OC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1	192705-79-6	Tyrosine Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Basic Fibroblast Growth Factor (bFGF;FGF2) Inhibitors;Angiogenesis Inhibitors
AA-02-FS13	NHOWLEZFTHYCTP-UHFFFAOYSA-N	NNCc1ccccc1		
AD-51-BB90	NHUHCSRWZMLRLA-UHFFFAOYSA-N	Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C	127-69-5	Endothelin Receptor Antagonists
CD-03-QC42	NHVRIDDXGZPJTJ-UHFFFAOYSA-N	CP(=O)(O)CCCN	127729-35-5	GABA(B) Agonists;GABBR1 agonist
KD-30-SM33	NHZMQXZHNVQTQA-UHFFFAOYSA-N	Cc1ncc(CO)c(CN)c1O		
DC-61-QV78	NIAOXEKTWMHVEO-UHFFFAOYSA-N	CC[n+]1c(/C=C/C=C2\\N(C)c3ccccc3C2(C)C)sc2ccccc21	108527-83-9	SIRT2 inhibitor
SA-53-XG95	NICHJJOSEXYBED-AMGIVPHBSA-N	CC(C)C[C@H](NC(=O)CCN(C)C)c1cc(Cl)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2)CC1		Melanocortin MC4 Receptor Antagonists
AE-95-KU30	NIDVDYQCGWISJZ-UHFFFAOYSA-N	Cn1c(=O)c2c(ncn2CCN2CCN(c3ccccc3Cl)CC2)n(C)c1=O	1254041-13-8	Potassium Channel Activators;Phosphodiesterase Inhibitors;Guanylate Cyclase Activators
BE-68-LK29	NIJJYAXOARWZEE-UHFFFAOYSA-N	CCCC(CCC)C(=O)O	1069-66-5	Histone Deacetylase 1 (HDAC1) Inhibitors;GABAergic Transmission Enhancers
DE-52-BS63	NIVBGOGCJSMNMG-KRWDZBQOSA-N	CCN1c2ccc(F)cc2N=C(N[C@H]2CCN(C(=O)NC(C)(C)C)C2)c2cc(Cl)ccc21		PAK1 gene inhibitor
DE-46-NH51	NJIBWEPWTWDEJU-UHFFFAOYSA-N	COc1ccc(C2CCC(=O)C2)cc1OC1CCCC1		
HB-51-FH64	NJQHZBRWPXRTIW-UHFFFAOYSA-N	O=C(O)c1ccc(Nc2nc(Cl)nc(Cl)n2)cc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12		Deoxyribonuclease (DNase) gamma Inhibitors
HD-85-AJ28	NJXZWIIMWNEOGJ-WEWKHQNJSA-N	COc1ccc(S(=O)(=O)N2C(=O)[C@@](c3ccccc3OC)(N3C[C@H](O)C[C@H]3C(=O)N(C)C)c3cc(Cl)ccc32)c(OC)c1	352276-92-7	DNA-Directed RNA Polymerase Inhibitors
HC-18-NB46	NJYPALQXNVNJOH-UHFFFAOYSA-N	COc1ccc2c(CCNC(C)=O)c[nH]c2c1		
AC-74-ZA35	NJZHEQOUHLZCOX-FTLRAWMYSA-N	Fc1cc(F)c2c(c1)[C@H]1C=CC[C@H]1C(c1cccnc1)N2	1139889-93-2	Golgi-Specific Brefeldin A-Resistance Guanine Nucleotide Exchange Factor 1 (GBF1) Inhibitors
AE-37-MC27	NKANXQFJJICGDU-QPLCGJKRSA-N	CC/C(=C(\\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	10540-29-1	Selective Estrogen Receptor Modulator (SERM)
HC-95-WQ65	NKHAVTQWNUWKEO-NSCUHMNNSA-N	COC(=O)/C=C/C(=O)O		
CA-56-GE89	NKRAIOQPSBRMOV-NRMKKVEVSA-N	C#C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1ccc2c(N)ncnc21		
BC-82-PP66	NKUDGJUBIVEDTF-FYJGNVAPSA-N	C/C(=N\\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1cc(Cl)ccc1O	1423715-09-6	KDM1A (LSD1) inhibitor;KDM1A inhibitor
NC-52-AG88	NLCKCKYSUHCUDR-HJWRWDBZSA-N	O=C(/C=C\\C(=O)Nc1cccc(Cl)c1)Nc1ccc(Cl)cc1		XPO1 (CRM1) inhibitor
MA-88-CA03	NLIIKGCVOJPMQB-UHFFFAOYSA-N	Oc1ccc(C2COc3cc(O)c(O)cc3C2)cc1		
WC-16-IR43	NLKQTNGJKCBXMU-MDZDMXLPSA-N	O=C(/C=C/c1ccc(CNCCc2cnc3ccccc3c2)cc1)NO		Histone Deacetylase (HDAC) Inhibitors
KB-92-MK13	NMCXSWNTABUZSU-UHFFFAOYSA-N	N#Cc1cnc2cnc(NCc3cccnc3)cc2c1NC1CCCCCC1		Tpl-2/Cot (MAP3K8) Kinase Inhibitors;TNF-alpha Production Inhibitors
DA-83-IZ87	NMEKVOIWAJHKSG-REYBDVSVSA-N	CCOCCOc1ccc2c(COc3cccc4[nH]c(C(=O)N[C@H]5CC[C@](O)(CCN6CC[C@H](O)[C@@H](C)C6)CC5)cc34)coc2c1		Chemokine CCR2 (MCP-1 Receptor) Antagonists;Chemokine CCR5 Antagonists
GD-46-OD81	NMFLMLJPBJHWSE-UHFFFAOYSA-N	c1cc(N2CCCCC2)ccc1OC12CC3CC(CC(C3)C1)C2		
CD-84-FJ21	NMIRAZSAZYNODX-UHFFFAOYSA-N	Cc1[nH]c(=O)c(C#N)cc1-c1ccc(C#N)cc1		
AD-30-OK99	NMTKJEZOWHRAQY-UHFFFAOYSA-N	COc1ccc2cncc(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4CC(C)C)c2c1		Phosphodiesterase V (PDE5A) Inhibitors
QF-71-QI30	NMUMGBKBHOJAQD-UHFFFAOYSA-N	CN(C)c1ccc(C(=O)NCCCCCCCC(=O)NO)cc1		Histone Deacetylase (HDAC) Inhibitors
DF-00-DK69	NMUSYJAQQFHJEW-KVTDHHQDSA-N	N=c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(O)n1	1401238-97-8	DNMT1;Antimetabolites;Apoptosis Inducers;DNA Methyltransferase (DNMT) Inhibitors;DNMT1;Antimetabolites;Apoptosis Inducers;DNA Methyltransferase (DNMT) Inhibitors
FB-67-PL18	NNACHAUCXXVJSP-UHFFFAOYSA-N	Clc1ccc(CCCOCCCN2CCCCC2)cc1	362665-56-3	Histamine H3 Receptor Inverse Agonists;Histamine H3 Receptor Antagonists
AA-99-HG96	NNAIYOXJNVGUOM-UHFFFAOYSA-N	CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	75529-73-6	5-HT2A Antagonists;Dopamine D2 Antagonists;5-HT2A Antagonists;Dopamine D2 Antagonists
IA-84-ES37	NNDATQSUZGLGQT-FZMZJTMJSA-N	CN1CCC[C@H]2c3cccc4[nH]cc(c34)C[C@@H]21		
BB-50-CR51	NNKGSGUFNSCAOR-UHFFFAOYSA-N	Cc1cc2c(cn1)cc(-c1cc(Nc3noc(-c4ccccn4)n3)ccc1C)c(=O)n2C	1185280-04-9	KIT (C-KIT) Inhibitors
KD-50-WP70	NNRSVGLUJAPMQD-UHFFFAOYSA-N	N=C(N)Nc1ccc(Cl)c(Cl)c1	112677-24-4	5-HT3 Receptor agonist;Cell Adhesion Inhibitors
JB-74-LJ21	NNUFRZJZOXVZIT-FQEVSTJZSA-N	N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)C3(N)CCOCC3)cc2)cc1	1254318-44-9	cathepsin C (DPP1) inhibitor
EE-35-XA42	NODBJFYQYVUCCT-UHFFFAOYSA-N	COc1ccc(CCC(=O)Nc2cccc3ccc(C)nc23)cc1		
CA-90-TK74	NOEGNKMFWQHSLB-UHFFFAOYSA-N	O=Cc1ccc(CO)o1	67-47-0	Binds to hemoglobin, increases oxygen affinity thereby reducing sickling of cells
BA-60-RH02	NOHQEAFAESMMDX-UHFFFAOYSA-N	CC(C)(C)c1nc(-c2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)c3ccccc23)c2c(N)nccn12	1589527-65-0	IRE1 RNase Allosteric Inhibitor
VA-11-NO89	NOOBQTYVTDBXTL-UHFFFAOYSA-N	NS(=O)(=O)c1nc2ccc(O)cc2s1	1348093-27-5	Carbonic anhydrase type I inhibitor;carbonic anhydrase type II inhibitor;Carbonic anhydrase type I inhibitor;carbonic anhydrase type II inhibitor
HF-33-KS15	NOOLISFMXDJSKH-KXUCPTDWSA-N	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O	114376-98-6	TRPM8 (TRP-p8;CMR1) Agonists
HB-79-CT92	NORNNMHDCZHPNP-UHFFFAOYSA-N	S=c1[nH]nc(Cc2ccccc2)n1-c1ccccc1	22478-90-6	Neutral Sphingomyelinase (N-SMase) Inhibitors
DD-71-LY65	NOYPYLRCIDNJJB-UHFFFAOYSA-N	COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC	251301-18-5	Antimetabolites;Dihydrofolate Reductase (DHFR) Inhibitors
QA-30-EV79	NOZIJMHMKORZBA-KJCUYJGMSA-N	CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\\C)C(=O)O)c(Cl)c3)n2)c1OC	1110766-97-6	Signal Transduction Modulators;Thrombopoietin Receptor (c-MPL) agonist
FF-08-DP35	NPFDWHQSDBWQLH-QZTJIDSGSA-N	Cc1ccc(-c2ncccn2)c(C(=O)N2C[C@H](COc3ccc(F)cn3)CC[C@H]2C)c1	1088991-73-4	Orexin 1 receptor antagonist, Orexin 2 receptor antagonist
QA-27-XW03	NPJVGQHTXJHUEL-UHFFFAOYSA-N	CC(=O)N1c2ccccc2C(Nc2ccccc2)CC1C		
PE-86-SC73	NPUXORBZRBIOMQ-RUZDIDTESA-N	Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1	1415562-82-1	SPHK1 inhibitor
JF-14-JC89	NQQBNZBOOHHVQP-UHFFFAOYSA-N	Nc1nnc(Sc2ncc([N+](=O)[O-])s2)s1	40045-50-9	SAPK1c (JNK1) Inhibitors
GA-97-UL18	NQWXHRRWWPCDAJ-BRJLIKDPSA-N	CCc1cc(O)cc2c(/C=N/NC(=N)NCCc3ccc(Cl)cc3)c[nH]c12		RXFP3 agonist
DD-17-HS50	NRHUXQVZPSEKDF-UHFFFAOYSA-N	COc1cccc(F)c1CNc1ccc(-c2cccnc2C)c2nncn12		EED gene inhibitor
BD-32-GI59	NRJSHVPDELFHKB-UHFFFAOYSA-N	CCc1cc2cc(OCCO)c(OC)cc2c(-c2cc(OC(C)C)cc(OC(C)C)c2)n1		Phosphodiesterase IV Inhibitors
PA-80-RV09	NSCPCMXKWUFFNL-UHFFFAOYSA-N	CCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O	2809-23-6	
DE-24-AX80	NSDYPYMREQWLNC-UHFFFAOYSA-N	Cc1ccc(CCc2cnc3c(N)nc4ccccc4c3c2)c(C)c1	1186635-48-2	TLR7 Receptor Agonists;TLR8 Receptor Agonists
TA-34-CK62	NSMRMZWAHUBRPG-UHFFFAOYSA-N	NC(=O)CCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1		CDK1 Inhibitors
EC-12-AY12	NSMXQKNUPPXBRG-SECBINFHSA-N	C[C@@H](O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O		
IB-78-AY41	NSQNZEUFHPTJME-UHFFFAOYSA-N	NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1	170569-86-5	Cyclooxygenase-2 Inhibitors
OC-59-JO99	NSSHPRGGTPKDER-RISCZKNCSA-N	COCC#CCOc1ccc(C(=O)N[C@H](C(=O)NO)[C@@H](C)N)cc1		
AC-36-FB52	NSWZIIRKLUDMHN-IIUQYHHOSA-N	CCC[C@H](NC(=O)[C@@H]1C[C@@]2(CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1CCCCN1C(C)C)C1CCCCC1)C(C)(C)C)C(C)(C)C21CCC1)C(=O)C(=O)NC1CC1		
AB-09-AD74	NTAVPKUNVZRIQP-ICSRJNTNSA-N	Cc1cc(C)n(-c2cc(-c3cnc4ccc(N[C@H]5CCC[C@H](O)C5)cn34)ccn2)n1	1146615-30-6	Activin Receptor Like Kinase 5 (ALK5 TbetaR-I) Inhibitors
NC-85-PZ41	NTCCRGGIJNDEAB-IRXDYDNUSA-N	CC(C)C[C@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O	1315337-39-3	Angiotensin-I Converting Enzyme-Related Carboxypeptidase (ACE2) Inhibitors
JC-86-PD41	NTCCRGGIJNDEAB-SJORKVTESA-N	CC(C)C[C@@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O	305335-31-3	angiotensin I converting enzyme 2 inhibitor
CB-92-VC05	NTDFYGSSDDMNHI-UHFFFAOYSA-N	CC[S+]([O-])c1nc(-c2cccc(OCc3ccccc3)c2)cc(C(F)(F)F)n1	1371569-69-5	covalent positive allosteric modulator of GLP1R
RA-02-OJ95	NTHMDFGHOCNNOE-ZJUUUORDSA-N	CSC[C@H]1CN(Cc2c[nH]c3c(N)ncnc23)C[C@@H]1O		Methylthioadenosine Phosphorylase (MTAP) Inhibitors
KB-39-DB68	NTINAJCDYRYMML-UHFFFAOYSA-N	COc1ccc(C(=O)C(=O)c2ccccc2)cc1	22711-21-3	Carboxylesterase Inhibitors
AB-82-EP26	NTPLIHVIDFWRGV-UHFFFAOYSA-N	CN1CCC(O)(c2cn(-c3ccnc(NC4CCCC4)n3)c(-c3cccc(C(F)(F)F)c3)n2)CC1		p38alpha MAPK Inhibitors
CA-23-CC52	NTXBDULODNTCKP-UHFFFAOYSA-N	COc1ccc(Nc2nc(C(=O)N3CCc4ccccc4C3)cs2)cc1	736945-96-3	TRPC6 Antagonists;TRPC3 Antagonists
HA-81-VN33	NTYJJOPFIAHURM-UHFFFAOYSA-N	NCCc1c[nH]cn1	117932-92-0	NADPH Oxidase Inhibitors;Histamine Receptor Agonists;NADPH Oxidase Inhibitors;Histamine Receptor Agonists
PD-11-LM65	NUFNQYOELLVIPL-UHFFFAOYSA-N	O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]		
CF-61-OL44	NUPGBBOOIBGQDL-UHFFFAOYSA-N	Cc1cc(-c2ccccc2)nc2cc(C(=O)Nc3cccc(O)c3)nn12	312634-95-0	Phosphodiesterase PDE11A Inhibitors
MF-17-BD63	NUTDKFGHUBYHFK-UHFFFAOYSA-N	CC(=O)Nc1nc(C)c(-c2csc(Nc3cccnc3)n2)s1	860619-25-6	Phosphatidylinositol 3-Kinase gamma (PI3Kgamma) Inhibitors
SE-15-AV21	NUUSUAWULNXMGF-UHFFFAOYSA-N	O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc2nnsc2c1	1257423-87-2	Eukaryotic Translation Initiation Factor 2-alpha Kinase 1 (HRI) Activators
JA-79-II25	NVAHQQYCEWEDKM-UHFFFAOYSA-N	Cn1c(=O)n(C2CCN(CCCn3nc(-c4ccc(C(F)(F)F)cc4)c4c3CCN(S(C)(=O)=O)C4)CC2)c2cc(Cl)ccc21	400797-24-2	Cathepsin S Inhibitors
VF-20-LY76	NVNSXBXKNMWKEJ-UHFFFAOYSA-N	O=C1C(=Cc2ccc(-c3ccccc3[N+](=O)[O-])o2)C(=O)N(c2ccccc2)C(=S)N1c1ccccc1	313649-08-0	Omi/HtrA2 Inhibitor
FB-62-GL41	NVOWFSVQTZTXSO-UHFFFAOYSA-N	O=C(O)c1cccc(-c2nc(-c3ccc(Cl)cc3)no2)c1		Nurr1 Receptor Activators
AE-13-WW30	NVYPANNIKFKQTB-UHFFFAOYSA-N	CN1C2CC(OC(=O)c3c[nH]c4ccccc34)CC1C1OC12	122732-06-3	5-HT3 Antagonists
GC-42-SY57	NVYQUIXKTUPQLY-VIFPVBQESA-N	CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)Nc1nnc(S)s1		
UA-39-TN76	NWBJAUFHPXRBKI-QMMMGPOBSA-N	CC(=N)NCCSC[C@](C)(N)C(=O)O	364067-16-3	Inducible Nitric Oxide Synthase (NOS-2) Inhibitors;Inositol Monophosphatase Inhibitors;Nitric Oxide Synthase Inhibitors;Signal Transduction Modulators
TE-87-FM14	NWFVLACQZHHSMZ-HNNXBMFYSA-N	Nc1nc(-c2ccccc2)cc(-c2ccc(C[C@H](N)C(=O)O)cc2)n1		
KE-74-OZ09	NXCSEAQOKPSNJV-UHFFFAOYSA-N	Cc1cc(Cl)ccc1CN(Cc1ccc(Cl)cc1)Cc1ccc([N+](=O)[O-])s1	1438071-12-5	REV-ERB agonist
BD-85-OV63	NXFFJDQHYLNEJK-CYBMUJFWSA-N	CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3	571170-77-9	Prostanoid DP (DP1) Antagonists
BA-51-DL54	NXFIEIXVSJMOQL-UHFFFAOYSA-N	Cc1cc2[nH]ncc2cc1-c1ccccc1C(F)(F)F	1613505-14-8	TRPA1 antagonist
EF-92-OO68	NXNGLEYSIAXGCL-UHFFFAOYSA-N	CNc1nc(SC)ncc1CO	17759-30-7	CDK Inhibitors
WA-36-EE47	NYAKHMNXWJGORW-UHFFFAOYSA-N	NCC1(CCNC(=O)Nc2ccc3cnccc3c2)CCCCC1		Allosteric PRMT3 inhibitor
FD-44-AD67	NYBZCKAQIIPSDS-UHFFFAOYSA-N	COc1ccc(-c2c(C)nn3c(C(F)(F)F)cc(C)nc23)c(F)c1F		
BE-45-VH04	NYDXWCQDYMSMIW-UHFFFAOYSA-N	CCOC(=O)c1ccncc1NCc1ccccc1		
FD-79-KT27	NYJGMJFBEVSQNN-CNRHASOASA-N	C[C@H]1O[C@@H]2CC(=O)O[C@@H]2C2=C1C(=O)c1c(ccc([C@H]3C[C@@H](N(C)C)[C@H](O)[C@@H](C)O3)c1O)C2=O	60227-09-0	Protein Kinase B (PKB/Akt) Inhibitors
LA-31-YT57	NYQXVKFKGJZIOC-UHFFFAOYSA-N	O=c1[nH]c2ccc(Cl)cc2c2nc(-c3ccccc3F)nn12	104615-04-5	GABA(A) BZ Site Receptor Antagonists
FA-94-QJ71	NYXDSXZBPWSAFA-UHFFFAOYSA-N	O=S(=O)(Nc1ccc(O)c(-c2c(O)ccc3ccccc23)c1)c1cccs1		Heat Shock Protein 90 (hsp90) Inhibitors
HA-82-OO58	NZCRJKRKKOLAOJ-XRCRFVBUSA-N	CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\\C=C\\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C	80621-81-4	Inhibitor of transcription by by binding to the β-subunit of bacterial RNA polymerase, also activator of NR1I2
AD-23-AN14	NZHGWWWHIYHZNX-CSKARUKUSA-N	COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC	053902-12-8	IL-10 Production Enhancers;IL-2 Production Inhibitors;IL-4 Modulators;Indoleamine 2,3-dioxygenase Activators;Signal Transduction Modulators;TNF-alpha Production Inhibitors;IFN-gamma Production Inhibitors;Urate Transporter 1 (URAT1) Inhibitors
